id_token,token_e,company_name,earnings_day,filing_date,fiscal_period,fiscal_year
42,NXPI,NXP Semiconductors N.V.,2022-05-02,2022-05-03,Q1,2022
42,NXPI,NXP Semiconductors N.V.,2022-02-23,2022-02-24,FY,2021
44,MCHP,MICROCHIP TECHNOLOGY INC,2024-01-31,2024-02-01,Q3,2024
44,MCHP,MICROCHIP TECHNOLOGY INC,2023-11-01,2023-11-02,Q2,2024
44,MCHP,MICROCHIP TECHNOLOGY INC,2023-08-02,2023-08-03,Q1,2024
44,MCHP,MICROCHIP TECHNOLOGY INC,2023-05-24,2023-05-25,FY,2023
44,MCHP,MICROCHIP TECHNOLOGY INC,2023-02-01,2023-02-02,Q3,2023
44,MCHP,MICROCHIP TECHNOLOGY INC,2022-11-02,2022-11-03,Q2,2023
44,MCHP,MICROCHIP TECHNOLOGY INC,2022-08-01,2022-08-02,Q1,2023
44,MCHP,MICROCHIP TECHNOLOGY INC,2022-05-19,2022-05-20,FY,2022
44,MCHP,MICROCHIP TECHNOLOGY INC,2022-02-02,2022-02-03,Q3,2022
45,PLTR,Palantir Technologies Inc.,2024-02-19,2024-02-20,FY,2023
45,PLTR,Palantir Technologies Inc.,2023-11-02,2023-11-03,Q3,2023
45,PLTR,Palantir Technologies Inc.,2023-08-07,2023-08-08,Q2,2023
45,PLTR,Palantir Technologies Inc.,2023-05-08,2023-05-09,Q1,2023
45,PLTR,Palantir Technologies Inc.,2023-02-20,2023-02-21,FY,2022
45,PLTR,Palantir Technologies Inc.,2022-11-06,2022-11-07,Q3,2022
45,PLTR,Palantir Technologies Inc.,2022-08-07,2022-08-08,Q2,2022
45,PLTR,Palantir Technologies Inc.,2022-05-08,2022-05-09,Q1,2022
45,PLTR,Palantir Technologies Inc.,2022-02-23,2022-02-24,FY,2021
46,MSFT,MICROSOFT CORP,2024-04-24,2024-04-25,Q3,2024
46,MSFT,MICROSOFT CORP,2024-01-29,2024-01-30,Q2,2024
46,MSFT,MICROSOFT CORP,2023-10-23,2023-10-24,Q1,2024
46,MSFT,MICROSOFT CORP,2023-07-26,2023-07-27,FY,2023
46,MSFT,MICROSOFT CORP,2023-04-24,2023-04-25,Q3,2023
46,MSFT,MICROSOFT CORP,2023-01-23,2023-01-24,Q2,2023
46,MSFT,MICROSOFT CORP,2022-10-24,2022-10-25,Q1,2023
46,MSFT,MICROSOFT CORP,2022-07-27,2022-07-28,FY,2022
46,MSFT,MICROSOFT CORP,2022-04-25,2022-04-26,Q3,2022
46,MSFT,MICROSOFT CORP,2022-01-24,2022-01-25,Q2,2022
47,PANW,Palo Alto Networks Inc,2024-02-20,2024-02-21,Q2,2024
47,PANW,Palo Alto Networks Inc,2023-11-16,2023-11-17,Q1,2024
47,PANW,Palo Alto Networks Inc,2023-08-31,2023-09-01,FY,2023
47,PANW,Palo Alto Networks Inc,2023-05-23,2023-05-24,Q3,2023
47,PANW,Palo Alto Networks Inc,2023-02-21,2023-02-22,Q2,2023
47,PANW,Palo Alto Networks Inc,2022-11-17,2022-11-18,Q1,2023
47,PANW,Palo Alto Networks Inc,2022-09-05,2022-09-06,FY,2022
47,PANW,Palo Alto Networks Inc,2022-05-19,2022-05-20,Q3,2022
47,PANW,Palo Alto Networks Inc,2022-02-22,2022-02-23,Q2,2022
48,EEFT,"EURONET WORLDWIDE, INC.",2024-02-21,2024-02-22,FY,2023
48,EEFT,"EURONET WORLDWIDE, INC.",2023-11-02,2023-11-03,Q3,2023
48,EEFT,"EURONET WORLDWIDE, INC.",2023-08-01,2023-08-02,Q2,2023
48,EEFT,"EURONET WORLDWIDE, INC.",2023-05-08,2023-05-09,Q1,2023
48,EEFT,"EURONET WORLDWIDE, INC.",2023-02-21,2023-02-22,FY,2022
48,EEFT,"EURONET WORLDWIDE, INC.",2022-11-03,2022-11-04,Q3,2022
48,EEFT,"EURONET WORLDWIDE, INC.",2022-08-02,2022-08-03,Q2,2022
48,EEFT,"EURONET WORLDWIDE, INC.",2022-05-04,2022-05-05,Q1,2022
48,EEFT,"EURONET WORLDWIDE, INC.",2022-02-22,2022-02-23,FY,2021
49,MCRI,MONARCH CASINO & RESORT INC,2024-02-27,2024-02-28,FY,2023
49,MCRI,MONARCH CASINO & RESORT INC,2023-11-05,2023-11-06,Q3,2023
49,MCRI,MONARCH CASINO & RESORT INC,2023-08-06,2023-08-07,Q2,2023
49,MCRI,MONARCH CASINO & RESORT INC,2023-05-07,2023-05-08,Q1,2023
49,MCRI,MONARCH CASINO & RESORT INC,2023-02-27,2023-02-28,FY,2022
49,MCRI,MONARCH CASINO & RESORT INC,2022-11-03,2022-11-04,Q3,2022
49,MCRI,MONARCH CASINO & RESORT INC,2022-08-04,2022-08-05,Q2,2022
49,MCRI,MONARCH CASINO & RESORT INC,2022-05-05,2022-05-06,Q1,2022
49,MCRI,MONARCH CASINO & RESORT INC,2022-02-27,2022-02-28,FY,2021
50,PEP,PEPSICO INC,2024-02-08,2024-02-09,FY,2023
50,PEP,PEPSICO INC,2023-10-09,2023-10-10,Q3,2023
50,PEP,PEPSICO INC,2023-07-12,2023-07-13,Q2,2023
50,PEP,PEPSICO INC,2023-04-24,2023-04-25,Q1,2023
50,PEP,PEPSICO INC,2023-02-08,2023-02-09,FY,2022
50,PEP,PEPSICO INC,2022-10-11,2022-10-12,Q3,2022
50,PEP,PEPSICO INC,2022-07-11,2022-07-12,Q2,2022
50,PEP,PEPSICO INC,2022-04-25,2022-04-26,Q1,2022
50,PEP,PEPSICO INC,2022-02-09,2022-02-10,FY,2021
51,MDB,"MongoDB, Inc.",2024-03-14,2024-03-15,FY,2024
51,MDB,"MongoDB, Inc.",2023-12-06,2023-12-07,Q3,2024
51,MDB,"MongoDB, Inc.",2023-08-31,2023-09-01,Q2,2024
51,MDB,"MongoDB, Inc.",2023-06-01,2023-06-02,Q1,2024
51,MDB,"MongoDB, Inc.",2023-03-16,2023-03-17,FY,2023
51,MDB,"MongoDB, Inc.",2022-12-07,2022-12-08,Q3,2023
51,MDB,"MongoDB, Inc.",2022-09-01,2022-09-02,Q2,2023
51,MDB,"MongoDB, Inc.",2022-06-02,2022-06-03,Q1,2023
51,MDB,"MongoDB, Inc.",2022-03-17,2022-03-18,FY,2022
52,SAIC,Science Applications International Corp,2024-03-19,2024-03-20,FY,2024
52,SAIC,Science Applications International Corp,2023-12-03,2023-12-04,Q3,2024
52,SAIC,Science Applications International Corp,2023-09-06,2023-09-07,Q2,2024
52,SAIC,Science Applications International Corp,2023-06-04,2023-06-05,Q1,2024
52,SAIC,Science Applications International Corp,2023-04-02,2023-04-03,FY,2023
52,SAIC,Science Applications International Corp,2022-12-04,2022-12-05,Q3,2023
52,SAIC,Science Applications International Corp,2022-08-31,2022-09-01,Q2,2023
52,SAIC,Science Applications International Corp,2022-06-05,2022-06-06,Q1,2023
52,SAIC,Science Applications International Corp,2022-03-27,2022-03-28,FY,2022
53,PFE,PFIZER INC,2024-02-21,2024-02-22,FY,2023
53,PFE,PFIZER INC,2023-11-07,2023-11-08,Q3,2023
53,PFE,PFIZER INC,2023-08-08,2023-08-09,Q2,2023
53,PFE,PFIZER INC,2023-05-09,2023-05-10,Q1,2023
53,PFE,PFIZER INC,2023-02-22,2023-02-23,FY,2022
53,PFE,PFIZER INC,2022-11-08,2022-11-09,Q3,2022
53,PFE,PFIZER INC,2022-08-09,2022-08-10,Q2,2022
53,PFE,PFIZER INC,2022-05-10,2022-05-11,Q1,2022
53,PFE,PFIZER INC,2022-02-23,2022-02-24,FY,2021
54,SUPN,"SUPERNUS PHARMACEUTICALS, INC.",2023-11-07,2023-11-08,Q3,2023
54,SUPN,"SUPERNUS PHARMACEUTICALS, INC.",2023-08-07,2023-08-08,Q2,2023
54,SUPN,"SUPERNUS PHARMACEUTICALS, INC.",2023-05-08,2023-05-09,Q1,2023
54,SUPN,"SUPERNUS PHARMACEUTICALS, INC.",2023-03-08,2023-03-09,FY,2022
54,SUPN,"SUPERNUS PHARMACEUTICALS, INC.",2022-11-08,2022-11-09,Q3,2022
54,SUPN,"SUPERNUS PHARMACEUTICALS, INC.",2022-08-07,2022-08-08,Q2,2022
54,SUPN,"SUPERNUS PHARMACEUTICALS, INC.",2022-05-11,2022-05-12,Q1,2022
54,SUPN,"SUPERNUS PHARMACEUTICALS, INC.",2022-04-12,2022-04-13,FY,2021
56,RSG,"REPUBLIC SERVICES, INC.",2024-02-28,2024-02-29,FY,2023
56,RSG,"REPUBLIC SERVICES, INC.",2023-07-31,2023-08-01,Q2,2023
56,RSG,"REPUBLIC SERVICES, INC.",2023-04-27,2023-04-28,Q1,2023
56,RSG,"REPUBLIC SERVICES, INC.",2023-02-22,2023-02-23,FY,2022
56,RSG,"REPUBLIC SERVICES, INC.",2022-10-27,2022-10-28,Q3,2022
56,RSG,"REPUBLIC SERVICES, INC.",2022-08-04,2022-08-05,Q2,2022
56,RSG,"REPUBLIC SERVICES, INC.",2022-05-05,2022-05-06,Q1,2022
56,RSG,"REPUBLIC SERVICES, INC.",2022-02-10,2022-02-11,FY,2021
57,MS,MORGAN STANLEY,2024-02-21,2024-02-22,FY,2023
57,MS,MORGAN STANLEY,2023-11-02,2023-11-03,Q3,2023
57,MS,MORGAN STANLEY,2023-08-02,2023-08-03,Q2,2023
57,MS,MORGAN STANLEY,2023-05-01,2023-05-02,Q1,2023
57,MS,MORGAN STANLEY,2023-02-23,2023-02-24,FY,2022
57,MS,MORGAN STANLEY,2022-11-02,2022-11-03,Q3,2022
57,MS,MORGAN STANLEY,2022-08-04,2022-08-05,Q2,2022
57,MS,MORGAN STANLEY,2022-05-03,2022-05-04,Q1,2022
57,MS,MORGAN STANLEY,2022-02-23,2022-02-24,FY,2021
58,NTAP,"NetApp, Inc.",2024-02-28,2024-02-29,Q3,2024
58,NTAP,"NetApp, Inc.",2023-11-29,2023-11-30,Q2,2024
58,NTAP,"NetApp, Inc.",2023-08-28,2023-08-29,Q1,2024
58,NTAP,"NetApp, Inc.",2023-06-13,2023-06-14,FY,2023
58,NTAP,"NetApp, Inc.",2023-02-28,2023-03-01,Q3,2023
58,NTAP,"NetApp, Inc.",2022-11-30,2022-12-01,Q2,2023
58,NTAP,"NetApp, Inc.",2022-08-29,2022-08-30,Q1,2023
58,NTAP,"NetApp, Inc.",2022-06-15,2022-06-16,FY,2022
58,NTAP,"NetApp, Inc.",2022-03-01,2022-03-02,Q3,2022
59,PHM,PULTEGROUP INC/MI/,2024-04-22,2024-04-23,Q1,2024
59,PHM,PULTEGROUP INC/MI/,2024-02-04,2024-02-05,FY,2023
59,PHM,PULTEGROUP INC/MI/,2023-10-23,2023-10-24,Q3,2023
59,PHM,PULTEGROUP INC/MI/,2023-07-24,2023-07-25,Q2,2023
59,PHM,PULTEGROUP INC/MI/,2023-04-24,2023-04-25,Q1,2023
59,PHM,PULTEGROUP INC/MI/,2023-02-05,2023-02-06,FY,2022
59,PHM,PULTEGROUP INC/MI/,2022-10-24,2022-10-25,Q3,2022
59,PHM,PULTEGROUP INC/MI/,2022-07-25,2022-07-26,Q2,2022
59,PHM,PULTEGROUP INC/MI/,2022-04-27,2022-04-28,Q1,2022
59,PHM,PULTEGROUP INC/MI/,2022-02-06,2022-02-07,FY,2021
60,SNPS,SYNOPSYS INC,2024-02-22,2024-02-23,Q1,2024
60,SNPS,SYNOPSYS INC,2023-12-11,2023-12-12,FY,2023
60,SNPS,SYNOPSYS INC,2023-08-17,2023-08-18,Q3,2023
60,SNPS,SYNOPSYS INC,2023-05-18,2023-05-19,Q2,2023
60,SNPS,SYNOPSYS INC,2023-02-16,2023-02-17,Q1,2023
60,SNPS,SYNOPSYS INC,2022-12-11,2022-12-12,FY,2022
60,SNPS,SYNOPSYS INC,2022-08-18,2022-08-19,Q3,2022
60,SNPS,SYNOPSYS INC,2022-05-19,2022-05-20,Q2,2022
60,SNPS,SYNOPSYS INC,2022-02-17,2022-02-18,Q1,2022
61,MPC,Marathon Petroleum Corp,2024-02-27,2024-02-28,FY,2023
61,MPC,Marathon Petroleum Corp,2023-10-30,2023-10-31,Q3,2023
61,MPC,Marathon Petroleum Corp,2023-07-31,2023-08-01,Q2,2023
61,MPC,Marathon Petroleum Corp,2023-05-01,2023-05-02,Q1,2023
61,MPC,Marathon Petroleum Corp,2023-02-22,2023-02-23,FY,2022
61,MPC,Marathon Petroleum Corp,2022-10-31,2022-11-01,Q3,2022
61,MPC,Marathon Petroleum Corp,2022-08-01,2022-08-02,Q2,2022
61,MPC,Marathon Petroleum Corp,2022-05-02,2022-05-03,Q1,2022
61,MPC,Marathon Petroleum Corp,2022-02-23,2022-02-24,FY,2021
62,TMUS,"T-Mobile US, Inc.",2024-02-01,2024-02-02,FY,2023
62,TMUS,"T-Mobile US, Inc.",2023-10-24,2023-10-25,Q3,2023
62,TMUS,"T-Mobile US, Inc.",2023-07-26,2023-07-27,Q2,2023
62,TMUS,"T-Mobile US, Inc.",2023-04-26,2023-04-27,Q1,2023
62,TMUS,"T-Mobile US, Inc.",2023-02-13,2023-02-14,FY,2022
62,TMUS,"T-Mobile US, Inc.",2022-10-26,2022-10-27,Q3,2022
62,TMUS,"T-Mobile US, Inc.",2022-07-28,2022-07-29,Q2,2022
62,TMUS,"T-Mobile US, Inc.",2022-05-05,2022-05-06,Q1,2022
62,TMUS,"T-Mobile US, Inc.",2022-02-10,2022-02-11,FY,2021
63,DOCS,"Doximity, Inc.",2024-02-07,2024-02-08,Q3,2024
63,DOCS,"Doximity, Inc.",2023-11-08,2023-11-09,Q2,2024
63,DOCS,"Doximity, Inc.",2023-08-07,2023-08-08,Q1,2024
63,DOCS,"Doximity, Inc.",2023-05-25,2023-05-26,FY,2023
63,DOCS,"Doximity, Inc.",2023-02-08,2023-02-09,Q3,2023
63,DOCS,"Doximity, Inc.",2022-11-09,2022-11-10,Q2,2023
63,DOCS,"Doximity, Inc.",2022-08-04,2022-08-05,Q1,2023
63,DOCS,"Doximity, Inc.",2022-05-26,2022-05-27,FY,2022
63,DOCS,"Doximity, Inc.",2022-02-08,2022-02-09,Q3,2022
64,ELF,"e.l.f. Beauty, Inc.",2024-02-06,2024-02-07,Q3,2024
64,ELF,"e.l.f. Beauty, Inc.",2023-11-01,2023-11-02,Q2,2024
64,ELF,"e.l.f. Beauty, Inc.",2023-08-01,2023-08-02,Q1,2024
64,ELF,"e.l.f. Beauty, Inc.",2023-05-24,2023-05-25,FY,2023
64,ELF,"e.l.f. Beauty, Inc.",2023-02-01,2023-02-02,Q3,2023
64,ELF,"e.l.f. Beauty, Inc.",2022-11-02,2022-11-03,Q2,2023
64,ELF,"e.l.f. Beauty, Inc.",2022-08-03,2022-08-04,Q1,2023
64,ELF,"e.l.f. Beauty, Inc.",2022-05-25,2022-05-26,FY,2022
64,ELF,"e.l.f. Beauty, Inc.",2022-02-02,2022-02-03,Q3,2022
65,QCOM,QUALCOMM INC/DE,2024-01-30,2024-01-31,Q1,2024
65,QCOM,QUALCOMM INC/DE,2023-10-31,2023-11-01,FY,2023
65,QCOM,QUALCOMM INC/DE,2023-08-01,2023-08-02,Q3,2023
65,QCOM,QUALCOMM INC/DE,2023-05-02,2023-05-03,Q2,2023
65,QCOM,QUALCOMM INC/DE,2023-02-01,2023-02-02,Q1,2023
65,QCOM,QUALCOMM INC/DE,2022-11-01,2022-11-02,FY,2022
65,QCOM,QUALCOMM INC/DE,2022-07-26,2022-07-27,Q3,2022
65,QCOM,QUALCOMM INC/DE,2022-04-26,2022-04-27,Q2,2022
65,QCOM,QUALCOMM INC/DE,2022-02-01,2022-02-02,Q1,2022
66,LNC,LINCOLN NATIONAL CORP,2024-02-21,2024-02-22,FY,2023
66,LNC,LINCOLN NATIONAL CORP,2023-11-01,2023-11-02,Q3,2023
66,LNC,LINCOLN NATIONAL CORP,2023-08-02,2023-08-03,Q2,2023
66,LNC,LINCOLN NATIONAL CORP,2023-05-09,2023-05-10,Q1,2023
66,LNC,LINCOLN NATIONAL CORP,2023-02-15,2023-02-16,FY,2022
66,LNC,LINCOLN NATIONAL CORP,2022-11-02,2022-11-03,Q3,2022
66,LNC,LINCOLN NATIONAL CORP,2022-08-03,2022-08-04,Q2,2022
66,LNC,LINCOLN NATIONAL CORP,2022-05-04,2022-05-05,Q1,2022
66,LNC,LINCOLN NATIONAL CORP,2022-02-16,2022-02-17,FY,2021
67,FOUR,"Shift4 Payments, Inc.",2024-02-28,2024-02-29,FY,2023
67,FOUR,"Shift4 Payments, Inc.",2023-11-08,2023-11-09,Q3,2023
67,FOUR,"Shift4 Payments, Inc.",2023-08-03,2023-08-04,Q2,2023
67,FOUR,"Shift4 Payments, Inc.",2023-05-08,2023-05-09,Q1,2023
67,FOUR,"Shift4 Payments, Inc.",2023-02-28,2023-03-01,FY,2022
67,FOUR,"Shift4 Payments, Inc.",2022-11-07,2022-11-08,Q3,2022
67,FOUR,"Shift4 Payments, Inc.",2022-08-04,2022-08-05,Q2,2022
67,FOUR,"Shift4 Payments, Inc.",2022-05-05,2022-05-06,Q1,2022
67,FOUR,"Shift4 Payments, Inc.",2022-02-28,2022-03-01,FY,2021
68,CRM,"Salesforce, Inc.",2024-03-05,2024-03-06,FY,2024
68,CRM,"Salesforce, Inc.",2023-11-29,2023-11-30,Q3,2024
68,CRM,"Salesforce, Inc.",2023-08-30,2023-08-31,Q2,2024
68,CRM,"Salesforce, Inc.",2023-05-31,2023-06-01,Q1,2024
68,CRM,"Salesforce, Inc.",2023-03-07,2023-03-08,FY,2023
68,CRM,"Salesforce, Inc.",2022-11-30,2022-12-01,Q3,2023
68,CRM,"Salesforce, Inc.",2022-08-24,2022-08-25,Q2,2023
68,CRM,"Salesforce, Inc.",2022-05-31,2022-06-01,Q1,2023
68,CRM,"SALESFORCE.COM, INC.",2022-03-10,2022-03-11,FY,2022
70,KBH,KB HOME,2024-04-04,2024-04-05,Q1,2024
70,KBH,KB HOME,2024-01-18,2024-01-19,FY,2023
70,KBH,KB HOME,2023-10-05,2023-10-06,Q3,2023
70,KBH,KB HOME,2023-07-06,2023-07-07,Q2,2023
70,KBH,KB HOME,2023-04-06,2023-04-07,Q1,2023
70,KBH,KB HOME,2023-01-19,2023-01-20,FY,2022
70,KBH,KB HOME,2022-10-06,2022-10-07,Q3,2022
70,KBH,KB HOME,2022-07-07,2022-07-08,Q2,2022
70,KBH,KB HOME,2022-04-07,2022-04-08,Q1,2022
70,KBH,KB HOME,2022-01-20,2022-01-21,FY,2021
71,SLB,SCHLUMBERGER LIMITED/NV,2024-04-23,2024-04-24,Q1,2024
71,SLB,SCHLUMBERGER LIMITED/NV,2024-01-23,2024-01-24,FY,2023
71,SLB,SCHLUMBERGER LIMITED/NV,2023-10-24,2023-10-25,Q3,2023
71,SLB,SCHLUMBERGER LIMITED/NV,2023-07-25,2023-07-26,Q2,2023
71,SLB,SCHLUMBERGER LIMITED/NV,2023-04-25,2023-04-26,Q1,2023
71,SLB,SCHLUMBERGER LIMITED/NV,2023-01-24,2023-01-25,FY,2022
71,SLB,SCHLUMBERGER LIMITED/NV,2022-10-25,2022-10-26,Q3,2022
71,SLB,SCHLUMBERGER LIMITED/NV,2022-07-26,2022-07-27,Q2,2022
71,SLB,SCHLUMBERGER LIMITED/NV,2022-04-26,2022-04-27,Q1,2022
71,SLB,SCHLUMBERGER LIMITED/NV,2022-01-25,2022-01-26,FY,2021
73,RL,RALPH LAUREN CORP,2024-02-07,2024-02-08,Q3,2024
73,RL,RALPH LAUREN CORP,2023-11-07,2023-11-08,Q2,2024
73,RL,RALPH LAUREN CORP,2023-08-09,2023-08-10,Q1,2024
73,RL,RALPH LAUREN CORP,2023-05-24,2023-05-25,FY,2023
73,RL,RALPH LAUREN CORP,2023-02-08,2023-02-09,Q3,2023
73,RL,RALPH LAUREN CORP,2022-11-09,2022-11-10,Q2,2023
73,RL,RALPH LAUREN CORP,2022-05-23,2022-05-24,FY,2022
73,RL,RALPH LAUREN CORP,2022-02-02,2022-02-03,Q3,2022
74,MAR,MARRIOTT INTERNATIONAL INC /MD/,2024-02-12,2024-02-13,FY,2023
74,MAR,MARRIOTT INTERNATIONAL INC /MD/,2023-11-01,2023-11-02,Q3,2023
74,MAR,MARRIOTT INTERNATIONAL INC /MD/,2023-07-31,2023-08-01,Q2,2023
74,MAR,MARRIOTT INTERNATIONAL INC /MD/,2023-05-01,2023-05-02,Q1,2023
74,MAR,MARRIOTT INTERNATIONAL INC /MD/,2023-02-13,2023-02-14,FY,2022
74,MAR,MARRIOTT INTERNATIONAL INC /MD/,2022-11-02,2022-11-03,Q3,2022
74,MAR,MARRIOTT INTERNATIONAL INC /MD/,2022-08-01,2022-08-02,Q2,2022
74,MAR,MARRIOTT INTERNATIONAL INC /MD/,2022-05-03,2022-05-04,Q1,2022
74,MAR,MARRIOTT INTERNATIONAL INC /MD/,2022-02-14,2022-02-15,FY,2021
75,CVX,CHEVRON CORP,2024-02-25,2024-02-26,FY,2023
75,CVX,CHEVRON CORP,2023-11-01,2023-11-02,Q3,2023
75,CVX,CHEVRON CORP,2023-08-02,2023-08-03,Q2,2023
75,CVX,CHEVRON CORP,2023-05-03,2023-05-04,Q1,2023
75,CVX,CHEVRON CORP,2023-02-22,2023-02-23,FY,2022
75,CVX,CHEVRON CORP,2022-11-02,2022-11-03,Q3,2022
75,CVX,CHEVRON CORP,2022-08-03,2022-08-04,Q2,2022
75,CVX,CHEVRON CORP,2022-05-03,2022-05-04,Q1,2022
75,CVX,CHEVRON CORP,2022-02-23,2022-02-24,FY,2021
76,TGT,TARGET CORP,2024-03-12,2024-03-13,FY,2024
76,TGT,TARGET CORP,2023-11-21,2023-11-22,Q3,2024
76,TGT,TARGET CORP,2023-08-24,2023-08-25,Q2,2024
76,TGT,TARGET CORP,2023-05-25,2023-05-26,Q1,2024
76,TGT,TARGET CORP,2023-03-07,2023-03-08,FY,2023
76,TGT,TARGET CORP,2022-11-22,2022-11-23,Q3,2023
76,TGT,TARGET CORP,2022-08-25,2022-08-26,Q2,2023
76,TGT,TARGET CORP,2022-05-26,2022-05-27,Q1,2023
76,TGT,TARGET CORP,2022-03-08,2022-03-09,FY,2022
78,NEM,NEWMONT Corp /DE/,2024-02-28,2024-02-29,FY,2023
78,NEM,NEWMONT Corp /DE/,2023-10-25,2023-10-26,Q3,2023
78,NEM,NEWMONT Corp /DE/,2023-07-19,2023-07-20,Q2,2023
78,NEM,NEWMONT Corp /DE/,2023-04-26,2023-04-27,Q1,2023
78,NEM,NEWMONT Corp /DE/,2023-02-22,2023-02-23,FY,2022
78,NEM,NEWMONT Corp /DE/,2022-10-31,2022-11-01,Q3,2022
78,NEM,NEWMONT Corp /DE/,2022-07-24,2022-07-25,Q2,2022
78,NEM,NEWMONT Corp /DE/,2022-04-21,2022-04-22,Q1,2022
78,NEM,NEWMONT Corp /DE/,2022-02-23,2022-02-24,FY,2021
79,EXPD,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,2024-02-22,2024-02-23,FY,2023
79,EXPD,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,2023-11-07,2023-11-08,Q3,2023
79,EXPD,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,2023-08-07,2023-08-08,Q2,2023
79,EXPD,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,2023-05-03,2023-05-04,Q1,2023
79,EXPD,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,2023-02-28,2023-03-01,FY,2022
79,EXPD,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,2022-11-07,2022-11-08,Q3,2022
79,EXPD,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,2022-08-03,2022-08-04,Q2,2022
79,EXPD,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,2022-05-08,2022-05-09,Q1,2022
79,EXPD,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,2022-03-14,2022-03-15,FY,2021
80,MRVL,"Marvell Technology, Inc.",2024-03-12,2024-03-13,FY,2024
80,MRVL,"Marvell Technology, Inc.",2023-11-30,2023-12-01,Q3,2024
80,MRVL,"Marvell Technology, Inc.",2023-08-24,2023-08-25,Q2,2024
80,MRVL,"Marvell Technology, Inc.",2023-05-25,2023-05-26,Q1,2024
80,MRVL,"Marvell Technology, Inc.",2023-03-08,2023-03-09,FY,2023
80,MRVL,"Marvell Technology, Inc.",2022-12-01,2022-12-02,Q3,2023
80,MRVL,"Marvell Technology, Inc.",2022-08-25,2022-08-26,Q2,2023
80,MRVL,"Marvell Technology, Inc.",2022-05-26,2022-05-27,Q1,2023
80,MRVL,"Marvell Technology, Inc.",2022-03-09,2022-03-10,FY,2022
82,LLY,ELI LILLY & Co,2024-02-20,2024-02-21,FY,2023
82,LLY,ELI LILLY & Co,2023-11-01,2023-11-02,Q3,2023
82,LLY,ELI LILLY & Co,2023-08-07,2023-08-08,Q2,2023
82,LLY,ELI LILLY & Co,2023-04-26,2023-04-27,Q1,2023
82,LLY,ELI LILLY & Co,2023-02-21,2023-02-22,FY,2022
82,LLY,ELI LILLY & Co,2022-10-31,2022-11-01,Q3,2022
82,LLY,ELI LILLY & Co,2022-08-03,2022-08-04,Q2,2022
82,LLY,ELI LILLY & Co,2022-04-28,2022-04-29,Q1,2022
82,LLY,ELI LILLY & Co,2022-02-22,2022-02-23,FY,2021
83,XOM,EXXON MOBIL CORP,2024-02-27,2024-02-28,FY,2023
83,XOM,EXXON MOBIL CORP,2023-10-30,2023-10-31,Q3,2023
83,XOM,EXXON MOBIL CORP,2023-07-31,2023-08-01,Q2,2023
83,XOM,EXXON MOBIL CORP,2023-05-01,2023-05-02,Q1,2023
83,XOM,EXXON MOBIL CORP,2023-02-21,2023-02-22,FY,2022
83,XOM,EXXON MOBIL CORP,2022-11-01,2022-11-02,Q3,2022
83,XOM,EXXON MOBIL CORP,2022-08-02,2022-08-03,Q2,2022
83,XOM,EXXON MOBIL CORP,2022-05-03,2022-05-04,Q1,2022
83,XOM,EXXON MOBIL CORP,2022-02-22,2022-02-23,FY,2021
84,LIN,LINDE PLC,2024-02-27,2024-02-28,FY,2023
84,LIN,LINDE PLC,2023-10-25,2023-10-26,Q3,2023
84,LIN,LINDE PLC,2023-07-26,2023-07-27,Q2,2023
84,LIN,LINDE PLC,2023-04-26,2023-04-27,Q1,2023
84,LIN,LINDE PLC,2023-02-27,2023-02-28,FY,2022
84,LIN,LINDE PLC,2022-10-26,2022-10-27,Q3,2022
84,LIN,LINDE PLC,2022-07-27,2022-07-28,Q2,2022
84,LIN,LINDE PLC,2022-05-01,2022-05-02,Q1,2022
84,LIN,LINDE PLC,2022-02-27,2022-02-28,FY,2021
85,TSLA,"Tesla, Inc.",2024-04-23,2024-04-24,Q1,2024
85,TSLA,"Tesla, Inc.",2024-01-28,2024-01-29,FY,2023
85,TSLA,"Tesla, Inc.",2023-10-22,2023-10-23,Q3,2023
85,TSLA,"Tesla, Inc.",2023-07-23,2023-07-24,Q2,2023
85,TSLA,"Tesla, Inc.",2023-04-23,2023-04-24,Q1,2023
85,TSLA,"Tesla, Inc.",2023-01-30,2023-01-31,FY,2022
85,TSLA,"Tesla, Inc.",2022-10-23,2022-10-24,Q3,2022
85,TSLA,"Tesla, Inc.",2022-07-24,2022-07-25,Q2,2022
85,TSLA,"Tesla, Inc.",2022-04-24,2022-04-25,Q1,2022
85,TSLA,"Tesla, Inc.",2022-02-06,2022-02-07,FY,2021
87,CSCO,"CISCO SYSTEMS, INC.",2024-02-19,2024-02-20,Q2,2024
87,CSCO,"CISCO SYSTEMS, INC.",2023-11-20,2023-11-21,Q1,2024
87,CSCO,"CISCO SYSTEMS, INC.",2023-09-06,2023-09-07,FY,2023
87,CSCO,"CISCO SYSTEMS, INC.",2023-05-23,2023-05-24,Q3,2023
