ticker,name,earnings,fiscal_period,fiscal_year,filing_date
BNO,"United States Brent Oil Fund, LP",2023-05-02,Q1,2023,2023-05-03
UNH,UNITEDHEALTH GROUP INCORPORATED (Delaware),2023-05-02,Q1,2023,2023-05-03
UAL,"United Airlines Holdings, Inc. Common Stock",2023-02-23,FY,2022,2023-02-24
USO,"United States Oil Fund, LP",2023-02-23,FY,2022,2023-02-24
BNO,"United States Brent Oil Fund, LP",2023-02-23,FY,2022,2023-02-24
UNH,UNITEDHEALTH GROUP INCORPORATED (Delaware),2023-02-23,FY,2022,2023-02-24
UAL,"United Airlines Holdings, Inc. Common Stock",2022-11-01,Q3,2022,2022-11-02
USO,"United States Oil Fund, LP",2022-11-01,Q3,2022,2022-11-02
BNO,"United States Brent Oil Fund, LP",2022-11-01,Q3,2022,2022-11-02
UNH,UNITEDHEALTH GROUP INCORPORATED (Delaware),2022-11-01,Q3,2022,2022-11-02
UAL,"United Airlines Holdings, Inc. Common Stock",2022-08-02,Q2,2022,2022-08-03
USO,"United States Oil Fund, LP",2022-08-02,Q2,2022,2022-08-03
BNO,"United States Brent Oil Fund, LP",2022-08-02,Q2,2022,2022-08-03
UNH,UNITEDHEALTH GROUP INCORPORATED (Delaware),2022-08-02,Q2,2022,2022-08-03
UAL,"United Airlines Holdings, Inc. Common Stock",2022-05-03,Q1,2022,2022-05-04
USO,"United States Oil Fund, LP",2022-05-03,Q1,2022,2022-05-04
BNO,"United States Brent Oil Fund, LP",2022-05-03,Q1,2022,2022-05-04
UNH,UNITEDHEALTH GROUP INCORPORATED (Delaware),2022-05-03,Q1,2022,2022-05-04
RSG,Republic Services Inc.,2024-02-28,FY,2023,2024-02-29
RSG,Republic Services Inc.,2023-07-31,Q2,2023,2023-08-01
RSG,Republic Services Inc.,2023-04-27,Q1,2023,2023-04-28
RSG,Republic Services Inc.,2023-02-22,FY,2022,2023-02-23
RSG,Republic Services Inc.,2022-10-27,Q3,2022,2022-10-28
RSG,Republic Services Inc.,2022-08-04,Q2,2022,2022-08-05
RSG,Republic Services Inc.,2022-05-05,Q1,2022,2022-05-06
PEP,"PepsiCo, Inc.",2024-02-08,FY,2023,2024-02-09
PEP,"PepsiCo, Inc.",2023-10-09,Q3,2023,2023-10-10
PEP,"PepsiCo, Inc.",2023-07-12,Q2,2023,2023-07-13
PEP,"PepsiCo, Inc.",2023-04-24,Q1,2023,2023-04-25
PEP,"PepsiCo, Inc.",2023-02-08,FY,2022,2023-02-09
PEP,"PepsiCo, Inc.",2022-10-11,Q3,2022,2022-10-12
PEP,"PepsiCo, Inc.",2022-07-11,Q2,2022,2022-07-12
PEP,"PepsiCo, Inc.",2022-04-25,Q1,2022,2022-04-26
SLV,iShares Silver Trust,2024-02-19,FY,2023,2024-02-20
EZA,iShares MSCI South Africa ETF,2024-02-19,FY,2023,2024-02-20
EWY,iShares MSCI South Korea ETF,2024-02-19,FY,2023,2024-02-20
IJR,iShares Core S&P Small-Cap ETF,2024-02-19,FY,2023,2024-02-20
IBB,iShares Biotechnology ETF,2024-02-19,FY,2023,2024-02-20
EWQ,iShares MSCI France ETF,2024-02-19,FY,2023,2024-02-20
EWG,iShares MSCI Germany ETF,2024-02-19,FY,2023,2024-02-20
IAU,iShares Gold Trust,2024-02-19,FY,2023,2024-02-20
EFA,iShares MSCI EAFE ETF,2024-02-19,FY,2023,2024-02-20
TLT,iShares 20+ Year Treasury Bond ETF,2024-02-19,FY,2023,2024-02-20
SLV,iShares Silver Trust,2023-11-02,Q3,2023,2023-11-03
EZA,iShares MSCI South Africa ETF,2023-11-02,Q3,2023,2023-11-03
EWY,iShares MSCI South Korea ETF,2023-11-02,Q3,2023,2023-11-03
IJR,iShares Core S&P Small-Cap ETF,2023-11-02,Q3,2023,2023-11-03
IBB,iShares Biotechnology ETF,2023-11-02,Q3,2023,2023-11-03
EWQ,iShares MSCI France ETF,2023-11-02,Q3,2023,2023-11-03
EWG,iShares MSCI Germany ETF,2023-11-02,Q3,2023,2023-11-03
IAU,iShares Gold Trust,2023-11-02,Q3,2023,2023-11-03
EFA,iShares MSCI EAFE ETF,2023-11-02,Q3,2023,2023-11-03
TLT,iShares 20+ Year Treasury Bond ETF,2023-11-02,Q3,2023,2023-11-03
SLV,iShares Silver Trust,2023-08-03,Q2,2023,2023-08-04
EZA,iShares MSCI South Africa ETF,2023-08-03,Q2,2023,2023-08-04
EWY,iShares MSCI South Korea ETF,2023-08-03,Q2,2023,2023-08-04
IJR,iShares Core S&P Small-Cap ETF,2023-08-03,Q2,2023,2023-08-04
IBB,iShares Biotechnology ETF,2023-08-03,Q2,2023,2023-08-04
EWQ,iShares MSCI France ETF,2023-08-03,Q2,2023,2023-08-04
EWG,iShares MSCI Germany ETF,2023-08-03,Q2,2023,2023-08-04
IAU,iShares Gold Trust,2023-08-03,Q2,2023,2023-08-04
EFA,iShares MSCI EAFE ETF,2023-08-03,Q2,2023,2023-08-04
TLT,iShares 20+ Year Treasury Bond ETF,2023-08-03,Q2,2023,2023-08-04
SLV,iShares Silver Trust,2023-05-04,Q1,2023,2023-05-05
EZA,iShares MSCI South Africa ETF,2023-05-04,Q1,2023,2023-05-05
EWY,iShares MSCI South Korea ETF,2023-05-04,Q1,2023,2023-05-05
IJR,iShares Core S&P Small-Cap ETF,2023-05-04,Q1,2023,2023-05-05
IBB,iShares Biotechnology ETF,2023-05-04,Q1,2023,2023-05-05
EWQ,iShares MSCI France ETF,2023-05-04,Q1,2023,2023-05-05
EWG,iShares MSCI Germany ETF,2023-05-04,Q1,2023,2023-05-05
IAU,iShares Gold Trust,2023-05-04,Q1,2023,2023-05-05
EFA,iShares MSCI EAFE ETF,2023-05-04,Q1,2023,2023-05-05
TLT,iShares 20+ Year Treasury Bond ETF,2023-05-04,Q1,2023,2023-05-05
SLV,iShares Silver Trust,2023-02-22,FY,2022,2023-02-23
EZA,iShares MSCI South Africa ETF,2023-02-22,FY,2022,2023-02-23
EWY,iShares MSCI South Korea ETF,2023-02-22,FY,2022,2023-02-23
IJR,iShares Core S&P Small-Cap ETF,2023-02-22,FY,2022,2023-02-23
IBB,iShares Biotechnology ETF,2023-02-22,FY,2022,2023-02-23
EWQ,iShares MSCI France ETF,2023-02-22,FY,2022,2023-02-23
EWG,iShares MSCI Germany ETF,2023-02-22,FY,2022,2023-02-23
IAU,iShares Gold Trust,2023-02-22,FY,2022,2023-02-23
EFA,iShares MSCI EAFE ETF,2023-02-22,FY,2022,2023-02-23
TLT,iShares 20+ Year Treasury Bond ETF,2023-02-22,FY,2022,2023-02-23
SLV,iShares Silver Trust,2022-10-31,Q3,2022,2022-11-01
EZA,iShares MSCI South Africa ETF,2022-10-31,Q3,2022,2022-11-01
EWY,iShares MSCI South Korea ETF,2022-10-31,Q3,2022,2022-11-01
IJR,iShares Core S&P Small-Cap ETF,2022-10-31,Q3,2022,2022-11-01
IBB,iShares Biotechnology ETF,2022-10-31,Q3,2022,2022-11-01
EWQ,iShares MSCI France ETF,2022-10-31,Q3,2022,2022-11-01
EWG,iShares MSCI Germany ETF,2022-10-31,Q3,2022,2022-11-01
IAU,iShares Gold Trust,2022-10-31,Q3,2022,2022-11-01
EFA,iShares MSCI EAFE ETF,2022-10-31,Q3,2022,2022-11-01
TLT,iShares 20+ Year Treasury Bond ETF,2022-10-31,Q3,2022,2022-11-01
SLV,iShares Silver Trust,2022-08-03,Q2,2022,2022-08-04
EZA,iShares MSCI South Africa ETF,2022-08-03,Q2,2022,2022-08-04
EWY,iShares MSCI South Korea ETF,2022-08-03,Q2,2022,2022-08-04
IJR,iShares Core S&P Small-Cap ETF,2022-08-03,Q2,2022,2022-08-04
IBB,iShares Biotechnology ETF,2022-08-03,Q2,2022,2022-08-04
EWQ,iShares MSCI France ETF,2022-08-03,Q2,2022,2022-08-04
EWG,iShares MSCI Germany ETF,2022-08-03,Q2,2022,2022-08-04
IAU,iShares Gold Trust,2022-08-03,Q2,2022,2022-08-04
EFA,iShares MSCI EAFE ETF,2022-08-03,Q2,2022,2022-08-04
TLT,iShares 20+ Year Treasury Bond ETF,2022-08-03,Q2,2022,2022-08-04
SLV,iShares Silver Trust,2022-05-05,Q1,2022,2022-05-06
EZA,iShares MSCI South Africa ETF,2022-05-05,Q1,2022,2022-05-06
EWY,iShares MSCI South Korea ETF,2022-05-05,Q1,2022,2022-05-06
IJR,iShares Core S&P Small-Cap ETF,2022-05-05,Q1,2022,2022-05-06
IBB,iShares Biotechnology ETF,2022-05-05,Q1,2022,2022-05-06
EWQ,iShares MSCI France ETF,2022-05-05,Q1,2022,2022-05-06
EWG,iShares MSCI Germany ETF,2022-05-05,Q1,2022,2022-05-06
IAU,iShares Gold Trust,2022-05-05,Q1,2022,2022-05-06
EFA,iShares MSCI EAFE ETF,2022-05-05,Q1,2022,2022-05-06
TLT,iShares 20+ Year Treasury Bond ETF,2022-05-05,Q1,2022,2022-05-06
XBI,SPDR S&P Biotech ETF,2024-02-07,Q1,2024,2024-02-08
KRE,SPDR S&P Regional Banking ETF,2024-02-07,Q1,2024,2024-02-08
GXC,SPDR S&P China ETF,2024-02-07,Q1,2024,2024-02-08
XOP,SPDR S&P Oil & Gas Exploration & Production ETF,2024-02-07,Q1,2024,2024-02-08
FEZ,SPDR EURO STOXX 50 ETF,2024-02-07,Q1,2024,2024-02-08
GLD,"SPDR Gold Trust, SPDR Gold Shares",2024-02-07,Q1,2024,2024-02-08
SPY,SPDR S&P 500 ETF Trust,2024-02-07,Q1,2024,2024-02-08
XBI,SPDR S&P Biotech ETF,2023-11-21,FY,2023,2023-11-22
KRE,SPDR S&P Regional Banking ETF,2023-11-21,FY,2023,2023-11-22
GXC,SPDR S&P China ETF,2023-11-21,FY,2023,2023-11-22
XOP,SPDR S&P Oil & Gas Exploration & Production ETF,2023-11-21,FY,2023,2023-11-22
FEZ,SPDR EURO STOXX 50 ETF,2023-11-21,FY,2023,2023-11-22
GLD,"SPDR Gold Trust, SPDR Gold Shares",2023-11-21,FY,2023,2023-11-22
SPY,SPDR S&P 500 ETF Trust,2023-11-21,FY,2023,2023-11-22
XBI,SPDR S&P Biotech ETF,2023-08-06,Q3,2023,2023-08-07
KRE,SPDR S&P Regional Banking ETF,2023-08-06,Q3,2023,2023-08-07
GXC,SPDR S&P China ETF,2023-08-06,Q3,2023,2023-08-07
XOP,SPDR S&P Oil & Gas Exploration & Production ETF,2023-08-06,Q3,2023,2023-08-07
FEZ,SPDR EURO STOXX 50 ETF,2023-08-06,Q3,2023,2023-08-07
GLD,"SPDR Gold Trust, SPDR Gold Shares",2023-08-06,Q3,2023,2023-08-07
SPY,SPDR S&P 500 ETF Trust,2023-08-06,Q3,2023,2023-08-07
XBI,SPDR S&P Biotech ETF,2023-05-08,Q2,2023,2023-05-09
KRE,SPDR S&P Regional Banking ETF,2023-05-08,Q2,2023,2023-05-09
GXC,SPDR S&P China ETF,2023-05-08,Q2,2023,2023-05-09
XOP,SPDR S&P Oil & Gas Exploration & Production ETF,2023-05-08,Q2,2023,2023-05-09
FEZ,SPDR EURO STOXX 50 ETF,2023-05-08,Q2,2023,2023-05-09
GLD,"SPDR Gold Trust, SPDR Gold Shares",2023-05-08,Q2,2023,2023-05-09
SPY,SPDR S&P 500 ETF Trust,2023-05-08,Q2,2023,2023-05-09
XBI,SPDR S&P Biotech ETF,2023-02-08,Q1,2023,2023-02-09
KRE,SPDR S&P Regional Banking ETF,2023-02-08,Q1,2023,2023-02-09
GXC,SPDR S&P China ETF,2023-02-08,Q1,2023,2023-02-09
XOP,SPDR S&P Oil & Gas Exploration & Production ETF,2023-02-08,Q1,2023,2023-02-09
FEZ,SPDR EURO STOXX 50 ETF,2023-02-08,Q1,2023,2023-02-09
GLD,"SPDR Gold Trust, SPDR Gold Shares",2023-02-08,Q1,2023,2023-02-09
SPY,SPDR S&P 500 ETF Trust,2023-02-08,Q1,2023,2023-02-09
XBI,SPDR S&P Biotech ETF,2022-11-22,FY,2022,2022-11-23
KRE,SPDR S&P Regional Banking ETF,2022-11-22,FY,2022,2022-11-23
GXC,SPDR S&P China ETF,2022-11-22,FY,2022,2022-11-23
XOP,SPDR S&P Oil & Gas Exploration & Production ETF,2022-11-22,FY,2022,2022-11-23
FEZ,SPDR EURO STOXX 50 ETF,2022-11-22,FY,2022,2022-11-23
GLD,"SPDR Gold Trust, SPDR Gold Shares",2022-11-22,FY,2022,2022-11-23
SPY,SPDR S&P 500 ETF Trust,2022-11-22,FY,2022,2022-11-23
XBI,SPDR S&P Biotech ETF,2022-08-04,Q3,2022,2022-08-05
KRE,SPDR S&P Regional Banking ETF,2022-08-04,Q3,2022,2022-08-05
GXC,SPDR S&P China ETF,2022-08-04,Q3,2022,2022-08-05
XOP,SPDR S&P Oil & Gas Exploration & Production ETF,2022-08-04,Q3,2022,2022-08-05
FEZ,SPDR EURO STOXX 50 ETF,2022-08-04,Q3,2022,2022-08-05
GLD,"SPDR Gold Trust, SPDR Gold Shares",2022-08-04,Q3,2022,2022-08-05
SPY,SPDR S&P 500 ETF Trust,2022-08-04,Q3,2022,2022-08-05
XBI,SPDR S&P Biotech ETF,2022-05-08,Q2,2022,2022-05-09
KRE,SPDR S&P Regional Banking ETF,2022-05-08,Q2,2022,2022-05-09
GXC,SPDR S&P China ETF,2022-05-08,Q2,2022,2022-05-09
XOP,SPDR S&P Oil & Gas Exploration & Production ETF,2022-05-08,Q2,2022,2022-05-09
FEZ,SPDR EURO STOXX 50 ETF,2022-05-08,Q2,2022,2022-05-09
GLD,"SPDR Gold Trust, SPDR Gold Shares",2022-05-08,Q2,2022,2022-05-09
SPY,SPDR S&P 500 ETF Trust,2022-05-08,Q2,2022,2022-05-09
KMI,"Kinder Morgan, Inc.",2024-02-19,FY,2023,2024-02-20
KMI,"Kinder Morgan, Inc.",2023-10-22,Q3,2023,2023-10-23
KMI,"Kinder Morgan, Inc.",2023-07-20,Q2,2023,2023-07-21
KMI,"Kinder Morgan, Inc.",2023-04-20,Q1,2023,2023-04-21
KMI,"Kinder Morgan, Inc.",2023-02-07,FY,2022,2023-02-08
KMI,"Kinder Morgan, Inc.",2022-10-20,Q3,2022,2022-10-21
KMI,"Kinder Morgan, Inc.",2022-07-21,Q2,2022,2022-07-22
KMI,"Kinder Morgan, Inc.",2022-04-21,Q1,2022,2022-04-22
JCI,Johnson Controls International plc,2024-02-15,FY,2023,2024-02-16
JNJ,Johnson & Johnson,2024-02-15,FY,2023,2024-02-16
JCI,Johnson Controls International plc,2023-07-30,Q2,2023,2023-07-31
JNJ,Johnson & Johnson,2023-07-30,Q2,2023,2023-07-31
JCI,Johnson Controls International plc,2023-04-27,Q1,2023,2023-04-28
JNJ,Johnson & Johnson,2023-04-27,Q1,2023,2023-04-28
JCI,Johnson Controls International plc,2022-10-26,Q3,2023,2022-10-27
JNJ,Johnson & Johnson,2022-10-26,Q3,2023,2022-10-27
PG,Procter & Gamble Company,2024-01-22,Q2,2024,2024-01-23
PG,Procter & Gamble Company,2023-10-17,Q1,2024,2023-10-18
PG,Procter & Gamble Company,2023-08-03,FY,2023,2023-08-04
PG,Procter & Gamble Company,2023-04-20,Q3,2023,2023-04-21
PG,Procter & Gamble Company,2023-01-18,Q2,2023,2023-01-19
PG,Procter & Gamble Company,2022-10-18,Q1,2023,2022-10-19
PG,Procter & Gamble Company,2022-08-04,FY,2022,2022-08-05
PG,Procter & Gamble Company,2022-04-19,Q3,2022,2022-04-20
